C.D.S.  -  SIMBAD4 rel 1.7  -  2021.02.27CET23:06:09

M  45
-----

Number of objects : 9580

 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |      |      |      |      |      |               |    |    
2517|   1730.12|   100|2007ApJS..172..663S|B              |V* V1228 Tau                       |dS*|03 47 24.0758792047 +24 35 18.554267442|     ~| 7.89 | 7.71 | 7.5  | 7.45 |A4V            |  87|   0
2518|   4612.83|   100|2017A&A...601A..19G|B              |HD 23664                           |*  |03 47 46.8350213497 +25 23 08.505601878|     ~| 8.55 | 8.30 |     ~|     ~|A2             |  38|   0
2519|   4612.83|   100|2018A&A...616A..10G|B              |HD 23664                           |*  |03 47 46.8350213497 +25 23 08.505601878|     ~| 8.55 | 8.30 |     ~|     ~|A2             |  38|   0
2520|   4612.83|   100|2018A&A...618A..93C|B              |HD 23664                           |*  |03 47 46.8350213497 +25 23 08.505601878|     ~| 8.55 | 8.30 |     ~|     ~|A2             |  38|   0
2521|   4612.83|   100|2019PASP..131d4101G|B              |HD 23664                           |*  |03 47 46.8350213497 +25 23 08.505601878|     ~| 8.55 | 8.30 |     ~|     ~|A2             |  38|   0
2522|   1640.04|    77|2019PASP..131d4101G|B              |HD 23325                           |*  |03 45 06.5357383084 +24 15 48.595513382|     ~| 8.96 | 8.70 |     ~| 8.16 |kA6hA9mF1(IV)  |  88|   0
2523|   1640.04|   100|2007ApJS..172..663S|B              |HD 23325                           |*  |03 45 06.5357383084 +24 15 48.595513382|     ~| 8.96 | 8.70 |     ~| 8.16 |kA6hA9mF1(IV)  |  88|   0
2524|   1640.04|   100|2016A&A...596A.113B|B              |HD 23325                           |*  |03 45 06.5357383084 +24 15 48.595513382|     ~| 8.96 | 8.70 |     ~| 8.16 |kA6hA9mF1(IV)  |  88|   0
2525|   1640.04|   100|2017A&A...601A..19G|B              |HD 23325                           |*  |03 45 06.5357383084 +24 15 48.595513382|     ~| 8.96 | 8.70 |     ~| 8.16 |kA6hA9mF1(IV)  |  88|   0
2526|   1640.04|   100|2017AJ....154..224R|B              |HD 23325                           |*  |03 45 06.5357383084 +24 15 48.595513382|     ~| 8.96 | 8.70 |     ~| 8.16 |kA6hA9mF1(IV)  |  88|   0
2527|   1373.34|    90|2017AJ....154..224R|B              |HD 23387                           |** |03 45 37.7918604034 +24 20 08.366306169|     ~| 7.33 | 7.19 |     ~| 6.96 |A1V            | 119|   0
2528|   1373.34|    91|2019PASP..131d4101G|B              |HD 23387                           |** |03 45 37.7918604034 +24 20 08.366306169|     ~| 7.33 | 7.19 |     ~| 6.96 |A1V            | 119|   0
2529|   1373.34|   100|2007ApJS..172..663S|B              |HD 23387                           |** |03 45 37.7918604034 +24 20 08.366306169|     ~| 7.33 | 7.19 |     ~| 6.96 |A1V            | 119|   0
2530|   1240.80|   100|2007ApJS..172..663S|B              |BD+23 513                          |PM*|03 45 41.3994033740 +24 17 19.004128337|10.08 | 9.97 | 9.45 | 9.31 | 8.79 |F5V            |  57|   1
2531|   1240.80|   100|2017AJ....154..224R|B              |BD+23 513                          |PM*|03 45 41.3994033740 +24 17 19.004128337|10.08 | 9.97 | 9.45 | 9.31 | 8.79 |F5V            |  57|   1
2532|    657.38|    93|2017AJ....154..224R|B              |HD 23479                           |Er*|03 46 16.0038790173 +24 11 23.720970489|     ~| 8.91 | 8.80 | 8.72 | 7.57 |A7V            |  96|   0
2533|    657.38|    99|2019PASP..131d4101G|B              |HD 23479                           |Er*|03 46 16.0038790173 +24 11 23.720970489|     ~| 8.91 | 8.80 | 8.72 | 7.57 |A7V            |  96|   0
2534|    657.38|   100|2007ApJS..172..663S|B              |HD 23479                           |Er*|03 46 16.0038790173 +24 11 23.720970489|     ~| 8.91 | 8.80 | 8.72 | 7.57 |A7V            |  96|   0
2535|    657.38|   100|2018A&A...616A..10G|B              |HD 23479                           |Er*|03 46 16.0038790173 +24 11 23.720970489|     ~| 8.91 | 8.80 | 8.72 | 7.57 |A7V            |  96|   0
2536|    657.38|   100|2018A&A...618A..93C|B              |HD 23479                           |Er*|03 46 16.0038790173 +24 11 23.720970489|     ~| 8.91 | 8.80 | 8.72 | 7.57 |A7V            |  96|   0
2537|    592.14|   100|2007ApJS..172..663S|B              |HD 23584                           |*  |03 47 10.0536425800 +24 16 35.942825777|     ~| 9.99 | 9.58 |     ~| 8.92 |F6V            |  71|   0
2538|    592.14|   100|2016A&A...596A.113B|B              |HD 23584                           |*  |03 47 10.0536425800 +24 16 35.942825777|     ~| 9.99 | 9.58 |     ~| 8.92 |F6V            |  71|   0
2539|    592.14|   100|2017A&A...601A..19G|B              |HD 23584                           |*  |03 47 10.0536425800 +24 16 35.942825777|     ~| 9.99 | 9.58 |     ~| 8.92 |F6V            |  71|   0
2540|    592.14|   100|2017AJ....154..224R|B              |HD 23584                           |*  |03 47 10.0536425800 +24 16 35.942825777|     ~| 9.99 | 9.58 |     ~| 8.92 |F6V            |  71|   0
2541|    592.14|   100|2018A&A...616A..10G|B              |HD 23584                           |*  |03 47 10.0536425800 +24 16 35.942825777|     ~| 9.99 | 9.58 |     ~| 8.92 |F6V            |  71|   0
2542|    592.14|   100|2018A&A...618A..93C|B              |HD 23584                           |*  |03 47 10.0536425800 +24 16 35.942825777|     ~| 9.99 | 9.58 |     ~| 8.92 |F6V            |  71|   0
2543|    592.14|   100|2019PASP..131d4101G|B              |HD 23584                           |*  |03 47 10.0536425800 +24 16 35.942825777|     ~| 9.99 | 9.58 |     ~| 8.92 |F6V            |  71|   0
2544|    621.21|    85|2012MNRAS.422.1495L|B              |V* PV Tau                          |Er*|03 46 53.6048835418 +24 17 15.018680411|     ~|     ~|16.27 |15.86 |13.53 |M:             |  52|   0
2545|    621.21|    90|2017AJ....154..224R|B              |V* PV Tau                          |Er*|03 46 53.6048835418 +24 17 15.018680411|     ~|     ~|16.27 |15.86 |13.53 |M:             |  52|   0
2546|    621.21|   100|2007ApJS..172..663S|B              |V* PV Tau                          |Er*|03 46 53.6048835418 +24 17 15.018680411|     ~|     ~|16.27 |15.86 |13.53 |M:             |  52|   0
2547|    621.21|   100|2010MNRAS.408..475H|B              |V* PV Tau                          |Er*|03 46 53.6048835418 +24 17 15.018680411|     ~|     ~|16.27 |15.86 |13.53 |M:             |  52|   0
2548|    621.21|   100|2018A&A...616A..10G|B              |V* PV Tau                          |Er*|03 46 53.6048835418 +24 17 15.018680411|     ~|     ~|16.27 |15.86 |13.53 |M:             |  52|   0
2549|    621.21|   100|2018A&A...618A..93C|B              |V* PV Tau                          |Er*|03 46 53.6048835418 +24 17 15.018680411|     ~|     ~|16.27 |15.86 |13.53 |M:             |  52|   0
2550|    621.21|   100|2019PASP..131d4101G|B              |V* PV Tau                          |Er*|03 46 53.6048835418 +24 17 15.018680411|     ~|     ~|16.27 |15.86 |13.53 |M:             |  52|   0
2551|   3801.25|    74|2012MNRAS.422.1495L|B              |V* OR Tau                          |Y*O|03 45 18.1442500460 +25 05 58.368832041|     ~|15.69 |14.32 |     ~|12.65 |~              |  31|   0
2552|   3801.25|   100|2007ApJS..172..663S|B              |V* OR Tau                          |Y*O|03 45 18.1442500460 +25 05 58.368832041|     ~|15.69 |14.32 |     ~|12.65 |~              |  31|   0
2553|   3801.25|   100|2018A&A...616A..10G|B              |V* OR Tau                          |Y*O|03 45 18.1442500460 +25 05 58.368832041|     ~|15.69 |14.32 |     ~|12.65 |~              |  31|   0
2554|   3801.25|   100|2018A&A...618A..93C|B              |V* OR Tau                          |Y*O|03 45 18.1442500460 +25 05 58.368832041|     ~|15.69 |14.32 |     ~|12.65 |~              |  31|   0
2555|   3801.25|   100|2019PASP..131d4101G|B              |V* OR Tau                          |Y*O|03 45 18.1442500460 +25 05 58.368832041|     ~|15.69 |14.32 |     ~|12.65 |~              |  31|   0
2556|   1005.16|    94|2012MNRAS.422.1495L|B              |V* QT Tau                          |Er*|03 47 30.5900701502 +24 22 13.950806135|     ~|17.290|15.795|     ~|13.502|~              |  37|   0
2557|   1005.16|    98|2017AJ....154..224R|B              |V* QT Tau                          |Er*|03 47 30.5900701502 +24 22 13.950806135|     ~|17.290|15.795|     ~|13.502|~              |  37|   0
2558|   1005.16|   100|2007ApJS..172..663S|B              |V* QT Tau                          |Er*|03 47 30.5900701502 +24 22 13.950806135|     ~|17.290|15.795|     ~|13.502|~              |  37|   0
2559|   1005.16|   100|2018A&A...616A..10G|B              |V* QT Tau                          |Er*|03 47 30.5900701502 +24 22 13.950806135|     ~|17.290|15.795|     ~|13.502|~              |  37|   0
2560|   1005.16|   100|2018A&A...618A..93C|B              |V* QT Tau                          |Er*|03 47 30.5900701502 +24 22 13.950806135|     ~|17.290|15.795|     ~|13.502|~              |  37|   0
2561|   1005.16|   100|2019PASP..131d4101G|B              |V* QT Tau                          |Er*|03 47 30.5900701502 +24 22 13.950806135|     ~|17.290|15.795|     ~|13.502|~              |  37|   0
2562|    438.41|    90|2012MNRAS.422.1495L|B              |V* QS Tau                          |Er*|03 47 11.0200232841 +24 13 51.654465930|     ~|14.00 |19.34 |     ~|16.03 |~              |  28|   0
2563|    438.41|   100|2007ApJS..172..663S|B              |V* QS Tau                          |Er*|03 47 11.0200232841 +24 13 51.654465930|     ~|14.00 |19.34 |     ~|16.03 |~              |  28|   0
2564|    438.41|   100|2017AJ....154..224R|B              |V* QS Tau                          |Er*|03 47 11.0200232841 +24 13 51.654465930|     ~|14.00 |19.34 |     ~|16.03 |~              |  28|   0
2565|    438.41|   100|2018A&A...616A..10G|B              |V* QS Tau                          |Er*|03 47 11.0200232841 +24 13 51.654465930|     ~|14.00 |19.34 |     ~|16.03 |~              |  28|   0
2566|    438.41|   100|2019PASP..131d4101G|B              |V* QS Tau                          |Er*|03 47 11.0200232841 +24 13 51.654465930|     ~|14.00 |19.34 |     ~|16.03 |~              |  28|   0
2567|   2118.66|    88|2017AJ....154..224R|B              |V* OX Tau                          |Y*O|03 46 09.898608 +24 40 25.07124        |     ~|16.82 |15.29 |14.82 |12.81 |M2.5e          |  44|   0
2568|   2118.66|   100|2007ApJS..172..663S|B              |V* OX Tau                          |Y*O|03 46 09.898608 +24 40 25.07124        |     ~|16.82 |15.29 |14.82 |12.81 |M2.5e          |  44|   0
2569|   2118.66|   100|2013AJ....146..133M|B              |V* OX Tau                          |Y*O|03 46 09.898608 +24 40 25.07124        |     ~|16.82 |15.29 |14.82 |12.81 |M2.5e          |  44|   0
2570|   4137.74|    82|2012MNRAS.422.1495L|B              |V* OQ Tau                          |Y*O|03 45 39.0386325521 +25 13 27.871066891|     ~|16.578|15.070|     ~|13.025|~              |  24|   0
2571|   4137.74|   100|2007ApJS..172..663S|B              |V* OQ Tau                          |Y*O|03 45 39.0386325521 +25 13 27.871066891|     ~|16.578|15.070|     ~|13.025|~              |  24|   0
2572|   4137.74|   100|2010MNRAS.408..475H|B              |V* OQ Tau                          |Y*O|03 45 39.0386325521 +25 13 27.871066891|     ~|16.578|15.070|     ~|13.025|~              |  24|   0
2573|   4137.74|   100|2013AJ....146..133M|B              |V* OQ Tau                          |Y*O|03 45 39.0386325521 +25 13 27.871066891|     ~|16.578|15.070|     ~|13.025|~              |  24|   0
2574|   4137.74|   100|2018A&A...616A..10G|B              |V* OQ Tau                          |Y*O|03 45 39.0386325521 +25 13 27.871066891|     ~|16.578|15.070|     ~|13.025|~              |  24|   0
2575|   4137.74|   100|2018A&A...618A..93C|B              |V* OQ Tau                          |Y*O|03 45 39.0386325521 +25 13 27.871066891|     ~|16.578|15.070|     ~|13.025|~              |  24|   0
2576|   4137.74|   100|2019PASP..131d4101G|B              |V* OQ Tau                          |Y*O|03 45 39.0386325521 +25 13 27.871066891|     ~|16.578|15.070|     ~|13.025|~              |  24|   0
2577|   5751.95|    87|2019PASP..131d4101G|B              |V* OP Tau                          |Y*O|03 45 41.6845399530 +25 41 12.411462416|     ~|16.77 |15.30 |     ~|13.00 |~              |  18|   0
2578|   5751.95|   100|2007ApJS..172..663S|B              |V* OP Tau                          |Y*O|03 45 41.6845399530 +25 41 12.411462416|     ~|16.77 |15.30 |     ~|13.00 |~              |  18|   0
2579|   1546.59|    86|2012MNRAS.422.1495L|B              |V* NZ Tau                          |Er*|03 45 13.1368914228 +24 15 23.815500063|     ~|15.80 |19.80 |     ~|15.60 |~              |  25|   0
2580|   1546.59|    99|2019PASP..131d4101G|B              |V* NZ Tau                          |Er*|03 45 13.1368914228 +24 15 23.815500063|     ~|15.80 |19.80 |     ~|15.60 |~              |  25|   0
2581|   1546.59|   100|2007ApJS..172..663S|B              |V* NZ Tau                          |Er*|03 45 13.1368914228 +24 15 23.815500063|     ~|15.80 |19.80 |     ~|15.60 |~              |  25|   0
2582|   1546.59|   100|2017AJ....154..224R|B              |V* NZ Tau                          |Er*|03 45 13.1368914228 +24 15 23.815500063|     ~|15.80 |19.80 |     ~|15.60 |~              |  25|   0
2583|   1546.59|   100|2018A&A...616A..10G|B              |V* NZ Tau                          |Er*|03 45 13.1368914228 +24 15 23.815500063|     ~|15.80 |19.80 |     ~|15.60 |~              |  25|   0
2584|   1099.67|   100|2007ApJS..172..663S|B              |Cl Melotte 22 761                  |Y*O|03 45 44.4127661562 +24 13 13.136759112|     ~|11.22 |10.55 |     ~| 9.77 |G2V            |  58|   0
2585|   1099.67|   100|2009A&A...498..949M|B              |Cl Melotte 22 761                  |Y*O|03 45 44.4127661562 +24 13 13.136759112|     ~|11.22 |10.55 |     ~| 9.77 |G2V            |  58|   0
2586|   1099.67|   100|2017AJ....154..224R|B              |Cl Melotte 22 761                  |Y*O|03 45 44.4127661562 +24 13 13.136759112|     ~|11.22 |10.55 |     ~| 9.77 |G2V            |  58|   0
2587|   1099.67|   100|2019PASP..131d4101G|B              |Cl Melotte 22 761                  |Y*O|03 45 44.4127661562 +24 13 13.136759112|     ~|11.22 |10.55 |     ~| 9.77 |G2V            |  58|   0
2588|   3785.53|   100|2007ApJS..172..663S|B              |2MASS J03451352+2505159            |Y*O|03 45 13.5274842038 +25 05 15.958007400|     ~|14.44 |13.33 |     ~|11.94 |~              |  22|   0
2589|   3785.53|   100|2018A&A...616A..10G|B              |2MASS J03451352+2505159            |Y*O|03 45 13.5274842038 +25 05 15.958007400|     ~|14.44 |13.33 |     ~|11.94 |~              |  22|   0
2590|   3785.53|   100|2018A&A...618A..93C|B              |2MASS J03451352+2505159            |Y*O|03 45 13.5274842038 +25 05 15.958007400|     ~|14.44 |13.33 |     ~|11.94 |~              |  22|   0
2591|   3785.53|   100|2019PASP..131d4101G|B              |2MASS J03451352+2505159            |Y*O|03 45 13.5274842038 +25 05 15.958007400|     ~|14.44 |13.33 |     ~|11.94 |~              |  22|   0
2592|   1367.39|    99|2017AJ....154..224R|B              |V* OU Tau                          |Y*O|03 45 32.9382648825 +24 18 11.647131333|     ~|14.63 |13.36 |     ~|12.02 |K4V            |  86|   0
2593|   1367.39|   100|2007ApJS..172..663S|B              |V* OU Tau                          |Y*O|03 45 32.9382648825 +24 18 11.647131333|     ~|14.63 |13.36 |     ~|12.02 |K4V            |  86|   0
2594|   1367.39|   100|2016A&A...596A.113B|B              |V* OU Tau                          |Y*O|03 45 32.9382648825 +24 18 11.647131333|     ~|14.63 |13.36 |     ~|12.02 |K4V            |  86|   0
2595|   1367.39|   100|2018A&A...616A..10G|B              |V* OU Tau                          |Y*O|03 45 32.9382648825 +24 18 11.647131333|     ~|14.63 |13.36 |     ~|12.02 |K4V            |  86|   0
2596|   1367.39|   100|2018A&A...618A..93C|B              |V* OU Tau                          |Y*O|03 45 32.9382648825 +24 18 11.647131333|     ~|14.63 |13.36 |     ~|12.02 |K4V            |  86|   0
2597|   1367.39|   100|2019PASP..131d4101G|B              |V* OU Tau                          |Y*O|03 45 32.9382648825 +24 18 11.647131333|     ~|14.63 |13.36 |     ~|12.02 |K4V            |  86|   0
2598|    873.82|    99|2017AJ....154..224R|B              |V* V642 Tau                        |Er*|03 46 37.284936 +24 20 36.71124        |     ~|13.36 |12.32 |11.96 |10.97 |K3V            |  67|   0
2599|    873.82|   100|2007ApJS..172..663S|B              |V* V642 Tau                        |Er*|03 46 37.284936 +24 20 36.71124        |     ~|13.36 |12.32 |11.96 |10.97 |K3V            |  67|   0
2600|    873.82|   100|2013AJ....146..133M|B              |V* V642 Tau                        |Er*|03 46 37.284936 +24 20 36.71124        |     ~|13.36 |12.32 |11.96 |10.97 |K3V            |  67|   0
2601|   1139.76|    71|2019PASP..131d4101G|B              |V* V856 Tau                        |Er*|03 46 03.4538544620 +24 20 57.150129994|     ~|     ~|     ~|     ~|15.20 |~              |  18|   0
